fixture_id,league,league_ru,season,date,home_team,away_team,home_goals,away_goals,result,b365_home,b365_draw,b365_away,bw_home,bw_draw,bw_away,iw_home,iw_draw,iw_away,ps_home,ps_draw,ps_away,wh_home,wh_draw,wh_away,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
fd_D1_28/11/2020_Union Berlin_Ein Frankfurt,D1,Бундеслига,2020,28/11/2020,Union Berlin,Ein Frankfurt,3,3,D,2.5,3.4,2.7,2.5,3.5,2.75,2.5,3.5,2.7,2.54,3.69,2.8,2.5,3.4,2.7,15,12,7,5,12,16,4,5,2,3,0,0
fd_D1_28/11/2020_M'gladbach_Schalke 04,D1,Бундеслига,2020,28/11/2020,M'gladbach,Schalke 04,4,1,H,1.33,5.25,9.0,1.36,5.25,8.0,1.35,5.25,8.0,1.36,5.58,8.94,1.35,5.0,8.5,19,13,9,2,8,14,5,4,2,3,0,0
fd_D1_29/11/2020_Leverkusen_Hertha,D1,Бундеслига,2020,29/11/2020,Leverkusen,Hertha,0,0,D,1.72,4.0,4.5,1.78,3.8,4.5,1.75,4.0,4.2,1.82,3.93,4.55,1.78,3.7,4.33,14,5,2,3,16,19,6,1,2,1,0,0
fd_D1_29/11/2020_Mainz_Hoffenheim,D1,Бундеслига,2020,29/11/2020,Mainz,Hoffenheim,1,1,D,3.25,3.8,2.05,3.3,3.6,2.15,3.15,3.75,2.1,3.45,3.91,2.09,3.3,3.7,2.05,10,9,4,5,16,10,11,5,0,0,0,1
fd_D1_04/12/2020_Hertha_Union Berlin,D1,Бундеслига,2020,04/12/2020,Hertha,Union Berlin,3,1,H,2.5,3.5,2.75,2.55,3.3,2.8,2.55,3.4,2.65,2.64,3.48,2.81,2.62,3.2,2.7,10,4,7,1,15,9,9,2,1,3,0,1
fd_D1_05/12/2020_Bielefeld_Mainz,D1,Бундеслига,2020,05/12/2020,Bielefeld,Mainz,2,1,H,2.87,3.5,2.4,2.85,3.5,2.4,2.8,3.3,2.5,2.92,3.51,2.54,2.8,3.5,2.4,11,15,5,5,16,18,2,3,3,2,0,0
fd_D1_05/12/2020_Ein Frankfurt_Dortmund,D1,Бундеслига,2020,05/12/2020,Ein Frankfurt,Dortmund,1,1,D,3.5,4.0,1.95,3.5,4.0,1.95,3.6,3.9,1.9,3.61,4.26,1.95,3.6,3.8,1.91,9,16,1,5,14,6,6,5,6,1,0,0
fd_D1_05/12/2020_FC Koln_Wolfsburg,D1,Бундеслига,2020,05/12/2020,FC Koln,Wolfsburg,2,2,D,3.6,3.6,2.0,3.6,3.5,2.05,3.45,3.45,2.1,3.69,3.6,2.11,3.6,3.4,2.05,6,16,3,6,12,11,3,8,0,1,0,0
fd_D1_05/12/2020_Freiburg_M'gladbach,D1,Бундеслига,2020,05/12/2020,Freiburg,M'gladbach,2,2,D,3.6,3.75,1.95,3.9,3.75,1.9,3.55,3.6,2.0,3.78,3.76,2.03,3.7,3.6,1.95,22,11,7,4,12,19,5,5,1,2,0,0
fd_D1_05/12/2020_Bayern Munich_RB Leipzig,D1,Бундеслига,2020,05/12/2020,Bayern Munich,RB Leipzig,3,3,D,1.36,5.75,7.0,1.4,5.5,6.5,1.55,4.7,4.9,1.42,5.32,7.38,1.4,5.0,7.0,10,8,6,4,5,8,10,2,0,1,0,0
fd_D1_06/12/2020_Werder Bremen_Stuttgart,D1,Бундеслига,2020,06/12/2020,Werder Bremen,Stuttgart,1,2,A,2.8,3.5,2.45,2.75,3.5,2.5,2.65,3.4,2.55,2.8,3.7,2.53,2.7,3.5,2.5,14,11,4,7,10,15,2,4,4,4,0,0
fd_D1_06/12/2020_Schalke 04_Leverkusen,D1,Бундеслига,2020,06/12/2020,Schalke 04,Leverkusen,0,3,A,6.5,4.33,1.5,6.5,4.5,1.48,6.0,4.3,1.55,6.37,4.58,1.54,6.0,4.33,1.5,13,24,4,9,17,11,2,8,2,3,0,0
fd_D1_07/12/2020_Hoffenheim_Augsburg,D1,Бундеслига,2020,07/12/2020,Hoffenheim,Augsburg,3,1,H,1.83,4.2,3.8,1.85,3.8,4.0,1.85,3.7,4.0,1.87,4.01,4.19,1.83,3.9,3.9,10,13,7,3,15,9,4,3,0,1,0,0
fd_D1_11/12/2020_Wolfsburg_Ein Frankfurt,D1,Бундеслига,2020,11/12/2020,Wolfsburg,Ein Frankfurt,2,1,H,2.3,3.6,2.8,2.3,3.7,2.9,2.35,3.4,2.95,2.4,3.74,2.96,2.3,3.6,2.88,16,7,8,4,10,12,8,1,5,2,0,0
fd_D1_12/12/2020_Dortmund_Stuttgart,D1,Бундеслига,2020,12/12/2020,Dortmund,Stuttgart,1,5,A,1.5,4.5,6.0,1.53,4.5,5.75,1.5,4.6,6.0,1.52,4.75,6.45,1.5,4.33,6.0,12,18,4,10,11,13,8,2,2,3,0,0
fd_D1_12/12/2020_Freiburg_Bielefeld,D1,Бундеслига,2020,12/12/2020,Freiburg,Bielefeld,2,0,H,1.75,3.8,4.5,1.75,3.9,4.5,1.83,3.65,4.3,1.79,4.04,4.56,1.78,3.75,4.33,16,5,7,1,16,13,5,4,3,0,0,0
fd_D1_12/12/2020_Mainz_FC Koln,D1,Бундеслига,2020,12/12/2020,Mainz,FC Koln,0,1,A,2.37,3.6,2.87,2.45,3.4,2.85,2.55,3.35,2.75,2.47,3.68,2.9,2.4,3.5,2.8,15,9,4,6,15,11,5,3,4,4,0,1
fd_D1_12/12/2020_M'gladbach_Hertha,D1,Бундеслига,2020,12/12/2020,M'gladbach,Hertha,1,1,D,1.9,4.0,3.6,1.95,3.6,3.8,1.9,3.8,3.7,1.93,3.81,4.1,1.88,3.75,3.8,17,9,4,3,9,18,13,2,3,2,0,0
fd_D1_12/12/2020_RB Leipzig_Werder Bremen,D1,Бундеслига,2020,12/12/2020,RB Leipzig,Werder Bremen,2,0,H,1.36,5.0,8.5,1.36,5.0,8.75,1.35,5.0,8.5,1.37,5.37,9.21,1.33,5.0,9.0,15,7,7,2,17,12,1,6,3,1,0,0
fd_D1_12/12/2020_Union Berlin_Bayern Munich,D1,Бундеслига,2020,12/12/2020,Union Berlin,Bayern Munich,1,1,D,8.5,6.0,1.28,9.0,6.0,1.3,7.75,6.0,1.33,8.99,6.54,1.31,9.0,6.5,1.27,13,15,6,5,17,8,4,7,3,2,0,0
fd_D1_13/12/2020_Augsburg_Schalke 04,D1,Бундеслига,2020,13/12/2020,Augsburg,Schalke 04,2,2,D,1.9,3.75,3.8,1.95,3.6,3.8,1.9,3.6,3.9,1.94,3.68,4.2,1.91,3.5,4.0,8,15,4,4,17,13,2,3,3,4,1,0
fd_D1_13/12/2020_Leverkusen_Hoffenheim,D1,Бундеслига,2020,13/12/2020,Leverkusen,Hoffenheim,4,1,H,1.75,4.33,4.0,1.78,4.0,4.2,1.8,4.2,3.8,1.8,4.36,4.18,1.78,4.0,4.0,13,11,8,4,12,13,6,5,3,6,0,2
fd_D1_15/12/2020_Ein Frankfurt_M'gladbach,D1,Бундеслига,2020,15/12/2020,Ein Frankfurt,M'gladbach,3,3,D,2.62,3.8,2.45,2.75,3.7,2.4,2.65,3.5,2.5,2.7,3.87,2.54,2.62,3.6,2.5,11,8,4,4,18,15,4,5,6,4,1,0
fd_D1_15/12/2020_Hertha_Mainz,D1,Бундеслига,2020,15/12/2020,Hertha,Mainz,0,0,D,1.72,4.0,4.5,1.75,4.0,4.4,1.77,3.65,4.4,1.79,3.96,4.71,1.75,3.6,4.75,9,5,0,0,17,11,5,4,3,1,0,0
fd_D1_15/12/2020_Stuttgart_Union Berlin,D1,Бундеслига,2020,15/12/2020,Stuttgart,Union Berlin,2,2,D,2.05,3.6,3.4,2.1,3.6,3.4,2.15,3.3,3.3,2.19,3.65,3.42,2.1,3.4,3.4,13,15,6,6,15,14,2,3,3,3,0,0
fd_D1_15/12/2020_Werder Bremen_Dortmund,D1,Бундеслига,2020,15/12/2020,Werder Bremen,Dortmund,1,2,A,5.5,5.0,1.5,6.0,4.6,1.5,5.25,4.5,1.55,6.22,4.78,1.53,6.0,4.4,1.5,7,15,3,9,10,13,4,4,3,2,0,0
fd_D1_16/12/2020_Schalke 04_Freiburg,D1,Бундеслига,2020,16/12/2020,Schalke 04,Freiburg,0,2,A,2.9,3.5,2.3,2.95,3.5,2.35,3.0,3.25,2.35,3.15,3.55,2.36,3.0,3.4,2.3,10,11,2,5,15,9,2,3,2,1,0,0
fd_D1_16/12/2020_Bayern Munich_Wolfsburg,D1,Бундеслига,2020,16/12/2020,Bayern Munich,Wolfsburg,2,1,H,1.33,5.5,8.5,1.35,5.25,8.25,1.33,5.75,7.75,1.35,5.72,8.91,1.33,5.25,8.5,13,17,2,7,14,16,7,7,3,1,0,0
fd_D1_16/12/2020_Bielefeld_Augsburg,D1,Бундеслига,2020,16/12/2020,Bielefeld,Augsburg,0,1,A,2.87,3.3,2.5,2.9,3.2,2.55,2.85,3.0,2.6,2.94,3.24,2.68,2.88,3.1,2.55,12,8,2,2,14,15,1,3,1,2,0,0
fd_D1_16/12/2020_FC Koln_Leverkusen,D1,Бундеслига,2020,16/12/2020,FC Koln,Leverkusen,0,4,A,5.0,4.2,1.61,4.75,4.1,1.67,4.9,3.8,1.67,5.18,4.15,1.69,5.0,3.9,1.65,7,14,1,7,12,12,2,6,1,1,0,0
fd_D1_16/12/2020_Hoffenheim_RB Leipzig,D1,Бундеслига,2020,16/12/2020,Hoffenheim,RB Leipzig,0,1,A,4.5,4.5,1.6,4.75,4.6,1.6,4.4,4.1,1.67,4.56,4.58,1.7,4.5,4.33,1.65,7,4,3,3,16,14,5,5,2,0,0,0
fd_D1_18/12/2020_Union Berlin_Dortmund,D1,Бундеслига,2020,18/12/2020,Union Berlin,Dortmund,2,1,H,4.75,4.0,1.65,5.0,4.0,1.67,4.7,3.8,1.73,4.95,4.09,1.73,4.8,3.9,1.67,12,16,5,4,9,7,8,6,1,1,0,0
fd_D1_19/12/2020_Augsburg_Ein Frankfurt,D1,Бундеслига,2020,19/12/2020,Augsburg,Ein Frankfurt,0,2,A,3.8,3.75,1.95,3.75,3.7,1.95,3.75,3.6,1.95,3.84,3.8,2.0,3.7,3.6,1.95,15,15,4,6,9,10,2,4,1,4,0,0
fd_D1_19/12/2020_Mainz_Werder Bremen,D1,Бундеслига,2020,19/12/2020,Mainz,Werder Bremen,0,1,A,2.37,3.5,2.9,2.5,3.2,3.0,2.45,3.25,2.9,2.53,3.33,3.06,2.45,3.2,3.0,9,13,1,7,15,11,2,5,2,2,0,0
fd_D1_19/12/2020_M'gladbach_Hoffenheim,D1,Бундеслига,2020,19/12/2020,M'gladbach,Hoffenheim,1,2,A,1.9,4.2,3.5,1.87,4.1,3.7,1.9,3.8,3.8,1.93,4.22,3.76,1.85,4.0,3.7,15,14,5,5,13,22,3,3,1,3,1,0
fd_D1_19/12/2020_RB Leipzig_FC Koln,D1,Бундеслига,2020,19/12/2020,RB Leipzig,FC Koln,0,0,D,1.28,5.75,9.5,1.3,5.5,9.75,1.33,5.5,9.0,1.32,5.7,10.62,1.3,5.25,10.0,14,4,6,1,11,8,8,2,1,0,0,0
fd_D1_19/12/2020_Schalke 04_Bielefeld,D1,Бундеслига,2020,19/12/2020,Schalke 04,Bielefeld,0,1,A,2.15,3.4,3.4,2.2,3.5,3.25,2.25,3.3,3.25,2.26,3.44,3.45,2.25,3.25,3.3,11,8,5,3,17,19,1,6,6,5,0,0
fd_D1_19/12/2020_Leverkusen_Bayern Munich,D1,Бундеслига,2020,19/12/2020,Leverkusen,Bayern Munich,1,2,A,4.0,4.2,1.83,3.9,4.1,1.83,3.8,3.95,1.83,4.07,4.23,1.85,3.8,3.9,1.85,8,14,3,3,13,6,5,7,1,1,0,0
fd_D1_20/12/2020_Freiburg_Hertha,D1,Бундеслига,2020,20/12/2020,Freiburg,Hertha,4,1,H,2.5,3.5,2.7,2.6,3.4,2.7,2.65,3.25,2.65,2.67,3.54,2.74,2.6,3.3,2.7,17,10,9,3,9,16,7,3,0,0,0,0
fd_D1_20/12/2020_Wolfsburg_Stuttgart,D1,Бундеслига,2020,20/12/2020,Wolfsburg,Stuttgart,1,0,H,2.25,3.6,3.0,2.2,3.7,3.1,2.3,3.4,3.05,2.3,3.76,3.1,2.25,3.5,3.0,13,9,4,1,15,7,4,6,2,3,0,0
fd_D1_02/01/2021_Bielefeld_M'gladbach,D1,Бундеслига,2020,02/01/2021,Bielefeld,M'gladbach,0,1,A,5.75,4.33,1.53,5.25,4.1,1.62,6.25,4.2,1.53,5.95,4.25,1.61,5.8,4.0,1.57,7,22,0,7,8,7,3,14,2,1,0,0
fd_D1_02/01/2021_Ein Frankfurt_Leverkusen,D1,Бундеслига,2020,02/01/2021,Ein Frankfurt,Leverkusen,2,1,H,3.2,3.6,2.1,3.3,3.9,2.05,3.2,3.55,2.1,3.39,3.88,2.13,3.25,3.75,2.05,10,10,4,2,9,6,2,7,0,0,0,0
fd_D1_02/01/2021_FC Koln_Augsburg,D1,Бундеслига,2020,02/01/2021,FC Koln,Augsburg,0,1,A,2.35,3.4,3.0,2.35,3.3,3.1,2.4,3.05,3.1,2.43,3.36,3.2,2.35,3.25,3.1,12,11,2,4,20,12,8,3,2,3,0,0
fd_D1_02/01/2021_Hoffenheim_Freiburg,D1,Бундеслига,2020,02/01/2021,Hoffenheim,Freiburg,1,3,A,2.0,3.8,3.3,2.05,3.6,3.5,2.05,3.5,3.35,2.1,3.83,3.5,2.0,3.6,3.5,13,7,6,4,14,22,8,3,2,2,0,0
fd_D1_02/01/2021_Werder Bremen_Union Berlin,D1,Бундеслига,2020,02/01/2021,Werder Bremen,Union Berlin,0,2,A,2.9,3.3,2.37,2.85,3.3,2.5,2.9,3.1,2.5,2.97,3.4,2.56,2.88,3.2,2.5,10,9,2,2,15,14,6,5,2,4,0,0
fd_D1_02/01/2021_Hertha_Schalke 04,D1,Бундеслига,2020,02/01/2021,Hertha,Schalke 04,3,0,H,1.65,4.0,4.8,1.67,4.0,5.0,1.75,3.6,4.6,1.77,3.98,4.83,1.7,3.8,4.8,20,10,10,4,11,18,9,5,2,2,0,0
fd_D1_02/01/2021_Stuttgart_RB Leipzig,D1,Бундеслига,2020,02/01/2021,Stuttgart,RB Leipzig,0,1,A,3.8,4.0,1.8,3.9,4.0,1.83,3.8,3.8,1.85,4.03,4.17,1.87,4.0,3.8,1.83,10,22,1,9,10,10,3,6,2,1,0,0
fd_D1_03/01/2021_Dortmund_Wolfsburg,D1,Бундеслига,2020,03/01/2021,Dortmund,Wolfsburg,2,0,H,1.55,4.2,5.75,1.6,4.1,5.5,1.6,4.0,5.25,1.61,4.42,5.64,1.57,4.2,5.5,14,22,7,5,9,12,10,5,3,1,0,0
fd_D1_03/01/2021_Bayern Munich_Mainz,D1,Бундеслига,2020,03/01/2021,Bayern Munich,Mainz,5,2,H,1.12,9.0,19.0,1.12,9.5,20.0,1.12,10.0,19.0,1.11,10.66,26.31,1.1,9.0,23.0,19,12,12,7,11,9,10,2,2,1,0,0
fd_D1_08/01/2021_M'gladbach_Bayern Munich,D1,Бундеслига,2020,08/01/2021,M'gladbach,Bayern Munich,3,2,H,4.75,4.75,1.57,5.0,4.75,1.57,4.8,4.35,1.63,5.11,4.91,1.6,4.6,4.6,1.6,8,15,4,4,9,11,3,8,1,1,0,0
fd_D1_09/01/2021_Freiburg_FC Koln,D1,Бундеслига,2020,09/01/2021,Freiburg,FC Koln,5,0,H,1.9,3.6,3.8,1.91,3.6,4.0,1.95,3.5,3.95,1.98,3.72,4.03,1.95,3.4,3.9,12,5,6,2,14,10,1,3,0,0,0,0
fd_D1_09/01/2021_Leverkusen_Werder Bremen,D1,Бундеслига,2020,09/01/2021,Leverkusen,Werder Bremen,1,1,D,1.44,4.75,6.5,1.45,4.5,7.25,1.48,4.55,6.3,1.48,4.7,7.33,1.44,4.4,7.0,12,3,3,1,22,13,3,1,2,2,0,0
fd_D1_09/01/2021_Mainz_Ein Frankfurt,D1,Бундеслига,2020,09/01/2021,Mainz,Ein Frankfurt,0,2,A,3.5,3.8,1.95,3.5,3.9,1.95,3.55,3.8,1.97,3.61,4.08,2.0,3.5,3.8,1.95,8,15,0,7,17,15,3,7,2,1,0,0
fd_D1_09/01/2021_Schalke 04_Hoffenheim,D1,Бундеслига,2020,09/01/2021,Schalke 04,Hoffenheim,4,0,H,4.5,4.0,1.72,4.25,4.1,1.75,4.4,3.85,1.73,4.65,4.26,1.74,4.4,3.9,1.73,12,18,5,5,14,13,5,4,2,4,0,0
fd_D1_09/01/2021_Union Berlin_Wolfsburg,D1,Бундеслига,2020,09/01/2021,Union Berlin,Wolfsburg,2,2,D,2.9,3.3,2.45,3.0,3.3,2.4,2.9,3.25,2.5,3.0,3.32,2.58,2.88,3.25,2.45,13,11,6,5,16,13,5,3,3,1,0,1
fd_D1_09/01/2021_RB Leipzig_Dortmund,D1,Бундеслига,2020,09/01/2021,RB Leipzig,Dortmund,1,3,A,2.2,3.5,3.2,2.25,3.5,3.1,2.25,3.5,3.05,2.32,3.63,3.17,2.3,3.4,3.0,12,15,4,7,8,12,3,3,0,2,0,0
fd_D1_10/01/2021_Augsburg_Stuttgart,D1,Бундеслига,2020,10/01/2021,Augsburg,Stuttgart,1,4,A,3.25,3.6,2.1,3.25,3.5,2.2,3.35,3.4,2.2,3.37,3.56,2.25,3.2,3.4,2.2,14,27,4,11,7,12,4,11,3,2,1,0
fd_D1_10/01/2021_Bielefeld_Hertha,D1,Бундеслига,2020,10/01/2021,Bielefeld,Hertha,1,0,H,4.0,3.75,1.85,4.1,3.5,1.91,4.15,3.5,1.9,4.26,3.73,1.92,4.0,3.5,1.91,12,10,2,6,8,18,8,3,1,1,0,0
fd_D1_15/01/2021_Union Berlin_Leverkusen,D1,Бундеслига,2020,15/01/2021,Union Berlin,Leverkusen,1,0,H,3.3,3.5,2.2,3.3,3.4,2.2,3.15,3.35,2.3,3.34,3.54,2.27,3.25,3.4,2.2,10,12,2,4,9,10,2,3,1,2,0,0
fd_D1_16/01/2021_Dortmund_Mainz,D1,Бундеслига,2020,16/01/2021,Dortmund,Mainz,1,1,D,1.2,7.0,13.0,1.2,7.25,12.0,1.2,7.1,13.0,1.21,7.33,14.46,1.18,6.5,15.0,17,8,7,3,10,19,1,2,1,2,0,0
fd_D1_16/01/2021_FC Koln_Hertha,D1,Бундеслига,2020,16/01/2021,FC Koln,Hertha,0,0,D,3.25,3.4,2.25,3.4,3.3,2.2,3.3,3.25,2.25,3.42,3.31,2.34,3.25,3.2,2.3,8,14,2,3,13,19,5,4,2,3,0,0
fd_D1_16/01/2021_Hoffenheim_Bielefeld,D1,Бундеслига,2020,16/01/2021,Hoffenheim,Bielefeld,0,0,D,1.66,4.0,5.0,1.7,3.8,5.0,1.7,3.95,4.8,1.72,3.93,5.29,1.7,3.7,5.0,11,8,5,2,9,21,5,3,1,1,0,0
fd_D1_16/01/2021_Werder Bremen_Augsburg,D1,Бундеслига,2020,16/01/2021,Werder Bremen,Augsburg,2,0,H,2.15,3.3,3.5,2.25,3.2,3.4,2.2,3.3,3.45,2.25,3.37,3.55,2.15,3.2,3.5,10,6,5,2,10,18,4,4,0,1,0,0
fd_D1_16/01/2021_Wolfsburg_RB Leipzig,D1,Бундеслига,2020,16/01/2021,Wolfsburg,RB Leipzig,2,2,D,3.6,3.6,2.0,3.5,3.6,2.05,3.5,3.6,2.05,3.6,3.71,2.1,3.5,3.5,2.05,8,13,2,9,16,9,6,6,4,3,0,0
fd_D1_16/01/2021_Stuttgart_M'gladbach,D1,Бундеслига,2020,16/01/2021,Stuttgart,M'gladbach,2,2,D,3.0,3.5,2.3,2.85,3.9,2.25,2.85,3.75,2.3,2.92,3.9,2.36,2.8,3.7,2.3,19,8,7,5,11,20,5,2,2,3,0,0
fd_D1_17/01/2021_Bayern Munich_Freiburg,D1,Бундеслига,2020,17/01/2021,Bayern Munich,Freiburg,2,1,H,1.22,7.5,11.0,1.22,7.0,11.0,1.22,7.1,11.5,1.24,7.02,12.05,1.22,6.5,11.0,25,8,9,3,4,14,14,3,1,2,0,0
fd_D1_17/01/2021_Ein Frankfurt_Schalke 04,D1,Бундеслига,2020,17/01/2021,Ein Frankfurt,Schalke 04,3,1,H,1.5,4.33,6.5,1.53,4.4,6.0,1.53,4.55,5.6,1.53,4.49,6.65,1.5,4.4,6.0,20,5,11,1,8,10,8,2,0,1,0,0
fd_D1_19/01/2021_M'gladbach_Werder Bremen,D1,Бундеслига,2020,19/01/2021,M'gladbach,Werder Bremen,1,0,H,1.57,4.2,5.75,1.55,4.25,5.75,1.6,4.05,5.4,1.63,4.21,5.79,1.6,4.0,5.5,11,11,6,2,15,11,7,5,2,2,0,0
fd_D1_19/01/2021_Hertha_Hoffenheim,D1,Бундеслига,2020,19/01/2021,Hertha,Hoffenheim,0,3,A,2.25,3.5,3.1,2.3,3.5,3.0,2.35,3.45,3.0,2.37,3.54,3.16,2.35,3.25,3.1,13,11,2,6,16,16,3,2,1,1,0,0
fd_D1_19/01/2021_Leverkusen_Dortmund,D1,Бундеслига,2020,19/01/2021,Leverkusen,Dortmund,2,1,H,3.1,3.8,2.15,3.1,3.8,2.15,3.15,3.65,2.2,3.16,3.8,2.26,3.2,3.6,2.15,23,15,13,3,13,8,6,5,2,2,0,0
fd_D1_19/01/2021_Mainz_Wolfsburg,D1,Бундеслига,2020,19/01/2021,Mainz,Wolfsburg,0,2,A,4.0,4.0,1.8,4.2,4.0,1.78,3.9,3.8,1.87,4.12,3.88,1.91,4.2,3.6,1.85,8,8,0,2,17,15,2,5,1,2,0,0
fd_D1_20/01/2021_Schalke 04_FC Koln,D1,Бундеслига,2020,20/01/2021,Schalke 04,FC Koln,1,2,A,2.55,3.3,2.75,2.6,3.2,2.75,2.55,3.25,2.85,2.72,3.35,2.81,2.6,3.1,2.8,15,12,8,4,7,11,5,8,2,1,0,0
fd_D1_20/01/2021_Augsburg_Bayern Munich,D1,Бундеслига,2020,20/01/2021,Augsburg,Bayern Munich,0,1,A,13.0,7.0,1.2,11.5,6.75,1.22,12.0,7.2,1.21,12.39,7.3,1.23,13.0,6.5,1.2,9,17,0,4,15,11,5,7,2,0,0,0
fd_D1_20/01/2021_Bielefeld_Stuttgart,D1,Бундеслига,2020,20/01/2021,Bielefeld,Stuttgart,3,0,H,4.33,3.9,1.75,4.1,3.9,1.83,4.25,3.65,1.85,4.52,3.87,1.83,4.2,3.7,1.8,9,11,3,3,9,9,2,6,1,0,0,0
fd_D1_20/01/2021_Freiburg_Ein Frankfurt,D1,Бундеслига,2020,20/01/2021,Freiburg,Ein Frankfurt,2,2,D,2.9,3.5,2.37,2.9,3.4,2.45,2.85,3.5,2.4,2.96,3.58,2.47,2.88,3.3,2.45,11,17,4,4,10,15,4,5,3,3,0,0
fd_D1_20/01/2021_RB Leipzig_Union Berlin,D1,Бундеслига,2020,20/01/2021,RB Leipzig,Union Berlin,1,0,H,1.5,4.33,7.0,1.48,4.1,6.5,1.53,4.3,6.1,1.54,4.13,7.44,1.5,4.0,7.0,15,4,5,1,6,11,5,1,1,1,0,0
fd_D1_22/01/2021_M'gladbach_Dortmund,D1,Бундеслига,2020,22/01/2021,M'gladbach,Dortmund,4,2,H,3.3,3.75,2.1,3.25,3.7,2.1,3.35,3.6,2.1,3.39,3.84,2.14,3.25,3.6,2.1,10,16,7,7,9,9,3,7,1,0,0,0
fd_D1_23/01/2021_Augsburg_Union Berlin,D1,Бундеслига,2020,23/01/2021,Augsburg,Union Berlin,2,1,H,3.75,3.4,2.05,3.5,3.5,2.1,3.6,3.35,2.1,3.78,3.42,2.15,3.6,3.3,2.1,8,9,4,5,13,21,2,3,3,1,0,0
fd_D1_23/01/2021_Bielefeld_Ein Frankfurt,D1,Бундеслига,2020,23/01/2021,Bielefeld,Ein Frankfurt,1,5,A,4.75,3.8,1.75,4.6,3.8,1.75,4.3,3.8,1.8,4.72,3.83,1.81,4.5,3.6,1.78,8,15,4,8,14,22,0,8,2,2,0,0
fd_D1_23/01/2021_Freiburg_Stuttgart,D1,Бундеслига,2020,23/01/2021,Freiburg,Stuttgart,2,1,H,2.62,3.75,2.5,2.65,3.6,2.55,2.65,3.7,2.5,2.73,3.82,2.54,2.55,3.6,2.55,9,27,4,11,20,12,3,5,2,0,0,0
fd_D1_23/01/2021_Leverkusen_Wolfsburg,D1,Бундеслига,2020,23/01/2021,Leverkusen,Wolfsburg,0,1,A,2.05,3.6,3.5,2.1,3.5,3.5,2.05,3.6,3.45,2.1,3.7,3.62,2.0,3.6,3.5,10,8,4,4,13,7,6,2,1,1,0,0
fd_D1_23/01/2021_Mainz_RB Leipzig,D1,Бундеслига,2020,23/01/2021,Mainz,RB Leipzig,3,2,H,7.5,5.0,1.36,7.5,4.6,1.44,7.5,4.9,1.4,8.45,4.92,1.42,8.0,4.5,1.4,10,12,4,5,13,16,3,9,2,4,0,0
fd_D1_23/01/2021_Hertha_Werder Bremen,D1,Бундеслига,2020,23/01/2021,Hertha,Werder Bremen,1,4,A,2.1,3.5,3.6,2.1,3.4,3.6,2.15,3.35,3.5,2.16,3.53,3.61,2.15,3.3,3.4,18,7,10,5,16,12,7,1,2,3,0,0
fd_D1_24/01/2021_Schalke 04_Bayern Munich,D1,Бундеслига,2020,24/01/2021,Schalke 04,Bayern Munich,0,4,A,16.0,8.5,1.14,13.0,7.75,1.19,13.0,8.0,1.2,13.21,8.27,1.2,12.0,7.5,1.18,14,32,4,14,5,9,3,7,1,1,0,0
fd_D1_24/01/2021_Hoffenheim_FC Koln,D1,Бундеслига,2020,24/01/2021,Hoffenheim,FC Koln,3,0,H,1.75,3.75,4.5,1.87,3.5,4.4,1.8,3.75,4.3,1.83,3.7,4.78,1.8,3.5,4.5,13,13,4,4,8,13,6,9,2,3,0,0
fd_D1_29/01/2021_Stuttgart_Mainz,D1,Бундеслига,2020,29/01/2021,Stuttgart,Mainz,2,0,H,1.61,4.0,5.0,1.7,4.1,4.5,1.65,4.1,5.0,1.68,4.23,5.18,1.7,3.9,4.6,9,10,3,2,9,20,2,4,1,4,0,0
fd_D1_30/01/2021_Bayern Munich_Hoffenheim,D1,Бундеслига,2020,30/01/2021,Bayern Munich,Hoffenheim,4,1,H,1.2,8.0,11.0,1.25,6.75,10.0,1.25,7.0,9.0,1.24,7.13,11.48,1.22,7.0,10.0,15,15,9,5,10,8,10,4,1,0,0,0
fd_D1_30/01/2021_Dortmund_Augsburg,D1,Бундеслига,2020,30/01/2021,Dortmund,Augsburg,3,1,H,1.25,6.5,9.0,1.25,6.25,11.0,1.25,6.25,11.0,1.26,6.5,11.9,1.24,6.0,11.0,14,5,5,1,12,11,10,1,0,1,0,0
fd_D1_30/01/2021_Ein Frankfurt_Hertha,D1,Бундеслига,2020,30/01/2021,Ein Frankfurt,Hertha,3,1,H,1.75,3.8,4.5,1.78,3.8,4.5,1.8,3.9,4.2,1.83,3.82,4.68,1.75,3.8,4.4,17,11,8,4,17,14,4,7,1,4,0,0
fd_D1_30/01/2021_Union Berlin_M'gladbach,D1,Бундеслига,2020,30/01/2021,Union Berlin,M'gladbach,1,1,D,3.2,3.4,2.25,3.25,3.4,2.25,3.3,3.35,2.25,3.47,3.41,2.27,3.2,3.4,2.2,13,12,3,4,12,13,2,9,1,3,0,0
fd_D1_30/01/2021_Werder Bremen_Schalke 04,D1,Бундеслига,2020,30/01/2021,Werder Bremen,Schalke 04,1,1,D,1.9,3.5,4.0,1.91,3.5,4.1,1.95,3.5,3.9,2.02,3.57,4.03,1.91,3.5,4.0,15,6,6,1,11,20,6,1,0,4,0,0
